"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Cl WT%"	"   P WT%"	"  Fe WT%"	"  Mn WT%"	"  Cr WT%"	"   K WT%"	"  Ca WT%"	"  Ru WT%"	"  Na WT%"	"  Mg WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Cl AT%"	"   P AT%"	"  Fe AT%"	"  Mn AT%"	"  Cr AT%"	"   K AT%"	"  Ca AT%"	"  Ru AT%"	"  Na AT%"	"  Mg AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un    1  D2872_100nA_30um_1"	       1	       0	 .258593	 .569788	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1596	 100.000	 .000000	 .000000	 .000000	 .003513	 .107556	 .154748	 .057367	 .023582	 .000504	 .000460	 .000634	 .000088	 .000837	 .049672	 .000000	 .010586	 .041515	 .548938	 .000961	608	"GaN"
"Un    2  D2872_100nA_30um_2"	       2	       0	 .273384	 .568133	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1465	 100.000	 .000000	 .000000	 .000000	 .003715	 .107272	 .154790	 .057383	 .023589	 .000504	 .000460	 .000634	 .000088	 .000837	 .049685	 .000000	 .010588	 .041526	 .548929	 .001016	608	"GaN"
"Un    3  D2872_100nA_30um_3"	       3	       0	 .232983	 .572654	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1824	 100.000	 .000000	 .000000	 .000000	 .003163	 .108047	 .154677	 .057341	 .023572	 .000503	 .000460	 .000634	 .000088	 .000837	 .049649	 .000000	 .010581	 .041496	 .548955	 .000866	608	"GaN"
"Un    4  D2872_50nA_20um_1"	       4	       0	 .170412	 .579656	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2379	 100.000	 .000000	 .000000	 .000000	 .002311	 .109244	 .154502	 .057276	 .023545	 .000503	 .000459	 .000633	 .000088	 .000836	 .049593	 .000000	 .010569	 .041449	 .548994	 .000633	608	"GaN"
"Un    5  D2872_50nA_20um_146.6_180s_1"	       5	       0	 .245406	 .571264	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1713	 100.000	 .000000	 .000000	 .000000	 .003333	 .107809	 .154711	 .057354	 .023577	 .000504	 .000460	 .000634	 .000088	 .000837	 .049660	 .000000	 .010583	 .041505	 .548947	 .000912	608	"GaN"
"Un    6  D2872_50nA_20um_146.6_180s_2"	       6	       0	 .194804	 .576925	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2163	100.0000	 .000000	 .000000	 .000000	 .002643	 .108778	 .154570	 .057301	 .023555	 .000503	 .000459	 .000633	 .000088	 .000836	 .049615	 .000000	 .010573	 .041467	 .548978	 .000724	608	"GaN"
"Un    7  D2872_50nA_20um_146.6_180s_3"	       7	       0	 .184559	 .578072	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2254	 100.000	 .000000	 .000000	 .000000	 .002504	 .108974	 .154541	 .057291	 .023551	 .000503	 .000459	 .000633	 .000088	 .000836	 .049605	 .000000	 .010571	 .041460	 .548985	 .000686	608	"GaN"
"Un    8  D2872_50nA_20um_146.6_180s_4"	       8	       0	 .223263	 .573741	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1910	 100.000	 .000000	 .000000	 .000000	 .003031	 .108233	 .154649	 .057331	 .023567	 .000503	 .000460	 .000633	 .000088	 .000836	 .049640	 .000000	 .010579	 .041489	 .548961	 .000830	608	"GaN"
"Un    9  D2872_50nA_20um_146.6_180s_5"	       9	       0	 .198465	 .576515	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2130	 100.000	 .000000	 .000000	 .000000	 .002693	 .108708	 .154580	 .057305	 .023557	 .000503	 .000459	 .000633	 .000088	 .000836	 .049618	 .000000	 .010574	 .041470	 .548976	 .000738	608	"GaN"
"Un   10  D2872_50nA_20um_2"	      10	       0	 .210591	 .575159	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2023	 100.000	 .000000	 .000000	 .000000	 .002858	 .108476	 .154614	 .057318	 .023562	 .000503	 .000460	 .000633	 .000088	 .000836	 .049629	 .000000	 .010576	 .041479	 .548969	 .000783	608	"GaN"
"Un   11  D2872_50nA_20um_3"	      11	       0	 .234009	 .572539	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1815	 100.000	 .000000	 .000000	 .000000	 .003177	 .108027	 .154679	 .057342	 .023572	 .000504	 .000460	 .000634	 .000088	 .000837	 .049650	 .000000	 .010581	 .041497	 .548954	 .000870	608	"GaN"
"Un   12  D2872_50nA_20um_4"	      12	       0	 .178001	 .578806	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2312	 100.000	 .000000	 .000000	 .000000	 .002414	 .109099	 .154523	 .057284	 .023548	 .000503	 .000459	 .000633	 .000088	 .000836	 .049599	 .000000	 .010570	 .041455	 .548989	 .000661	608	"GaN"
"Un   13  D2872_50nA_20um_5"	      13	       0	 .230790	 .572899	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1843	 100.000	 .000000	 .000000	 .000000	 .003134	 .108089	 .154670	 .057339	 .023571	 .000503	 .000460	 .000633	 .000088	 .000837	 .049647	 .000000	 .010580	 .041494	 .548956	 .000858	608	"GaN"
"Un   14  D2872_50nA_20um_6"	      14	       0	 .231311	 .572840	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1839	 100.000	 .000000	 .000000	 .000000	 .003141	 .108079	 .154672	 .057339	 .023571	 .000503	 .000460	 .000633	 .000088	 .000837	 .049647	 .000000	 .010580	 .041495	 .548956	 .000860	608	"GaN"
