"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Cl WT%"	"   P WT%"	"  Fe WT%"	"  Mn WT%"	"  Cr WT%"	"   K WT%"	"  Ca WT%"	"  Ru WT%"	"  Na WT%"	"  Mg WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Cl AT%"	"   P AT%"	"  Fe AT%"	"  Mn AT%"	"  Cr AT%"	"   K AT%"	"  Ca AT%"	"  Ru AT%"	"  Na AT%"	"  Mg AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un    1  D2872_100nA_30um_1"	       1	       0	 .214635	 .574707	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1987	 100.000	 .000000	 .000000	 .000000	 .002913	 .108398	 .154625	 .057322	 .023564	 .000503	 .000460	 .000633	 .000088	 .000836	 .049632	 .000000	 .010577	 .041482	 .548966	 .000798	608	"GaN"
"Un    2  D2872_100nA_30um_2"	       2	       0	 .226912	 .573333	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.1878	 100.000	 .000000	 .000000	 .000000	 .003081	 .108163	 .154660	 .057334	 .023569	 .000503	 .000460	 .000633	 .000088	 .000836	 .049643	 .000000	 .010579	 .041491	 .548958	 .000843	608	"GaN"
"Un    3  D2872_100nA_30um_3"	       3	       0	 .193379	 .577085	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2175	 100.000	 .000000	 .000000	 .000000	 .002624	 .108805	 .154566	 .057300	 .023555	 .000503	 .000459	 .000633	 .000088	 .000836	 .049613	 .000000	 .010573	 .041466	 .548979	 .000719	608	"GaN"
"Un    4  D2872_50nA_20um_1"	       4	       0	 .141444	 .582897	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2637	 100.000	 .000000	 .000000	 .000000	 .001917	 .109798	 .154421	 .057246	 .023533	 .000503	 .000459	 .000632	 .000088	 .000835	 .049567	 .000000	 .010563	 .041427	 .549012	 .000526	608	"GaN"
"Un    5  D2872_50nA_20um_146.6_180s_1"	       5	       0	 .203690	 .575931	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2084	 100.000	 .000000	 .000000	 .000000	 .002764	 .108608	 .154595	 .057310	 .023559	 .000503	 .000459	 .000633	 .000088	 .000836	 .049622	 .000000	 .010575	 .041474	 .548973	 .000757	608	"GaN"
"Un    6  D2872_50nA_20um_146.6_180s_2"	       6	       0	 .161690	 .580631	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2457	 100.000	 .000000	 .000000	 .000000	 .002193	 .109411	 .154477	 .057267	 .023541	 .000503	 .000459	 .000633	 .000088	 .000836	 .049585	 .000000	 .010567	 .041443	 .548999	 .000601	608	"GaN"
"Un    7  D2872_50nA_20um_146.6_180s_3"	       7	       0	 .153186	 .581583	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2532	 100.000	 .000000	 .000000	 .000000	 .002077	 .109573	 .154454	 .057258	 .023538	 .000503	 .000459	 .000633	 .000088	 .000835	 .049577	 .000000	 .010565	 .041436	 .549004	 .000569	608	"GaN"
"Un    8  D2872_50nA_20um_146.6_180s_4"	       8	       0	 .185311	 .577988	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2247	 100.000	 .000000	 .000000	 .000000	 .002514	 .108959	 .154543	 .057291	 .023551	 .000503	 .000459	 .000633	 .000088	 .000836	 .049606	 .000000	 .010572	 .041460	 .548984	 .000689	608	"GaN"
"Un    9  D2872_50nA_20um_146.6_180s_5"	       9	       0	 .164728	 .580291	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2430	100.0000	 .000000	 .000000	 .000000	 .002234	 .109353	 .154486	 .057270	 .023542	 .000503	 .000459	 .000633	 .000088	 .000836	 .049588	 .000000	 .010568	 .041445	 .548997	 .000612	608	"GaN"
"Un   10  D2872_50nA_20um_2"	      10	       0	 .174793	 .579165	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.2340	 100.000	 .000000	 .000000	 .000000	 .002371	 .109160	 .154514	 .057280	 .023547	 .000503	 .000459	 .000633	 .000088	 .000836	 .049597	 .000000	 .010570	 .041452	 .548991	 .000650	608	"GaN"
