"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Cl WT%"	"   P WT%"	"  Fe WT%"	"  Mn WT%"	"  Cr WT%"	"   K WT%"	"  Ca WT%"	"  Ru WT%"	"  Na WT%"	"  Mg WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Cl AT%"	"   P AT%"	"  Fe AT%"	"  Mn AT%"	"  Cr AT%"	"   K AT%"	"  Ca AT%"	"  Ru AT%"	"  Na AT%"	"  Mg AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un    1  D2872_100nA_30um_1"	       1	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
"Un    2  D2872_100nA_30um_2"	       2	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
"Un    3  D2872_100nA_30um_3"	       3	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
"Un    4  D2872_50nA_20um_1"	       4	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
"Un    5  D2872_50nA_20um_146.6_180s_1"	       5	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
"Un    6  D2872_50nA_20um_146.6_180s_2"	       6	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
"Un    7  D2872_50nA_20um_146.6_180s_3"	       7	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
"Un    8  D2872_50nA_20um_146.6_180s_4"	       8	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
"Un    9  D2872_50nA_20um_146.6_180s_5"	       9	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
"Un   10  D2872_50nA_20um_2"	      10	       0	 .000000	 .598725	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3893	 100.000	 .000000	 .000000	 .000000	 .000000	 .112492	 .154027	 .057100	 .023473	 .000501	 .000458	 .000631	 .000087	 .000833	 .049440	 .000000	 .010536	 .041322	 .549100	 .000000	608	"GaN"
