"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Cl WT%"	"   P WT%"	"  Fe WT%"	"  Mn WT%"	"  Cr WT%"	"   K WT%"	"  Ca WT%"	"  Ru WT%"	"  Na WT%"	"  Mg WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Cl AT%"	"   P AT%"	"  Fe AT%"	"  Mn AT%"	"  Cr AT%"	"   K AT%"	"  Ca AT%"	"  Ru AT%"	"  Na AT%"	"  Mg AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un    1  D2872_100nA_30um_1"	       1	       0	 .012785	 .597293	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3779	100.0000	 .000000	 .000000	 .000000	 .000173	 .112249	 .154063	 .057113	 .023478	 .000501	 .000458	 .000631	 .000087	 .000833	 .049452	 .000000	 .010539	 .041331	 .549092	 .000048	608	"GaN"
"Un    2  D2872_100nA_30um_2"	       2	       0	 .011082	 .597484	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3794	 100.000	 .000000	 .000000	 .000000	 .000150	 .112281	 .154058	 .057112	 .023477	 .000501	 .000458	 .000631	 .000087	 .000833	 .049450	 .000000	 .010538	 .041330	 .549093	 .000041	608	"GaN"
"Un    3  D2872_100nA_30um_3"	       3	       0	 .012192	 .597360	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3784	 100.000	 .000000	 .000000	 .000000	 .000165	 .112260	 .154061	 .057113	 .023478	 .000501	 .000458	 .000631	 .000087	 .000833	 .049451	 .000000	 .010539	 .041331	 .549092	 .000045	608	"GaN"
"Un    4  D2872_50nA_20um_1"	       4	       0	 .028887	 .595492	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3636	 100.000	 .000000	 .000000	 .000000	 .000391	 .111943	 .154108	 .057130	 .023485	 .000502	 .000458	 .000631	 .000087	 .000834	 .049466	 .000000	 .010542	 .041343	 .549082	 .000107	608	"GaN"
"Un    5  D2872_50nA_20um_146.6_180s_1"	       5	       0	 .014613	 .597089	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3763	 100.000	 .000000	 .000000	 .000000	 .000198	 .112214	 .154068	 .057115	 .023479	 .000502	 .000458	 .000631	 .000087	 .000833	 .049453	 .000000	 .010539	 .041333	 .549090	 .000054	608	"GaN"
"Un    6  D2872_50nA_20um_146.6_180s_2"	       6	       0	 .015568	 .596982	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3755	 100.000	 .000000	 .000000	 .000000	 .000211	 .112196	 .154071	 .057116	 .023479	 .000502	 .000458	 .000631	 .000087	 .000833	 .049454	 .000000	 .010539	 .041333	 .549090	 .000058	608	"GaN"
"Un    7  D2872_50nA_20um_146.6_180s_3"	       7	       0	 .014494	 .597102	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3764	 100.000	 .000000	 .000000	 .000000	 .000196	 .112216	 .154068	 .057115	 .023479	 .000502	 .000458	 .000631	 .000087	 .000833	 .049453	 .000000	 .010539	 .041333	 .549091	 .000054	608	"GaN"
"Un    8  D2872_50nA_20um_146.6_180s_4"	       8	       0	 .014485	 .597104	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3764	 100.000	 .000000	 .000000	 .000000	 .000196	 .112216	 .154068	 .057115	 .023479	 .000502	 .000458	 .000631	 .000087	 .000833	 .049453	 .000000	 .010539	 .041333	 .549091	 .000054	608	"GaN"
"Un    9  D2872_50nA_20um_146.6_180s_5"	       9	       0	 .014918	 .597054	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3760	100.0000	 .000000	 .000000	 .000000	 .000202	 .112208	 .154069	 .057115	 .023479	 .000502	 .000458	 .000631	 .000087	 .000833	 .049454	 .000000	 .010539	 .041333	 .549090	 .000055	608	"GaN"
"Un   10  D2872_50nA_20um_2"	      10	       0	 .032731	 .595062	 22.8420	 8.13500	 4.39400	 .082000	 .135000	 .183000	 .024000	 .172000	 10.4630	 .000000	 1.27900	 5.30300	 46.3602	 100.000	 .000000	 .000000	 .000000	 .000443	 .111869	 .154118	 .057134	 .023486	 .000502	 .000458	 .000631	 .000087	 .000834	 .049470	 .000000	 .010542	 .041346	 .549079	 .000122	608	"GaN"
